latitude,longitude,price,neighbourhood_cleansed,accommodates,room_type
51.49083596787179,-0.20971230671802413,51.0,Hammersmith and Fulham,2,Private room
51.436605641494026,-0.05100126895855566,100.0,Lewisham,5,Entire home/apt
51.49103675166543,-0.0035973429052370337,99.0,Tower Hamlets,4,Entire home/apt
51.46167421829278,-0.08777580589986722,29.0,Southwark,2,Private room
51.47278759331215,-0.135953990516542,100.0,Wandsworth,5,Entire home/apt
51.53934051179859,-0.07339144411734606,81.0,Hackney,4,Entire home/apt
51.41524792669843,-0.08462618859980124,100.0,Croydon,6,Entire home/apt
51.56739940612778,0.13085853558574226,70.0,Barking and Dagenham,4,Entire home/apt
51.524535023954684,-0.04451875095025206,35.0,Tower Hamlets,2,Private room
51.4654642863284,-0.034544937853296716,45.0,Lewisham,2,Private room
51.51772173204643,-0.20330034497637875,150.0,Kensington and Chelsea,2,Entire home/apt
51.43558859850911,-0.1993353409189597,260.0,Merton,8,Entire home/apt
51.494387466199434,-0.1886673423982064,140.0,Kensington and Chelsea,2,Entire home/apt
51.63362010739206,-0.10411873908691703,70.0,Enfield,2,Entire home/apt
51.536062475343954,-0.030653934521241082,25.0,Tower Hamlets,1,Private room
51.49346033162517,-0.18848601256943487,140.0,Kensington and Chelsea,4,Entire home/apt
51.550961350148704,-0.09039182345114916,75.0,Islington,4,Entire home/apt
51.57131833573832,0.0005539655484789822,108.0,Waltham Forest,6,Entire home/apt
51.49442356298946,-0.18831578648687647,140.0,Kensington and Chelsea,2,Entire home/apt
51.545987657497065,-0.14604914155848192,50.0,Camden,2,Private room
51.4942878727812,-0.18837544475890391,140.0,Kensington and Chelsea,5,Entire home/apt
51.51272732820068,-0.1976549110697852,85.0,Kensington and Chelsea,2,Private room
51.54703943894144,-0.07807420251884274,89.0,Islington,2,Entire home/apt
51.572133830124244,-0.11147564364885104,70.0,Haringey,2,Entire home/apt
51.539289801671785,-0.14038662333234847,210.0,Camden,6,Entire home/apt
51.57979841387641,-0.03602160422115568,29.0,Waltham Forest,2,Private room
51.42290961005522,-0.2162188326150206,150.0,Merton,4,Entire home/apt
51.512585991641714,-0.3027599086975119,160.0,Ealing,4,Entire home/apt
51.50671434201642,-0.15039456521714878,175.0,Westminster,2,Private room
51.53980982549166,-0.14232068663611808,43.0,Camden,4,Private room
51.548517762880145,-0.10080641345731377,20.0,Islington,2,Private room
51.457920371050214,-0.12676212350638402,40.0,Lambeth,2,Private room
51.48150987816637,-0.22381413206980805,40.0,Hammersmith and Fulham,1,Private room
51.5313540055739,-0.07705545217921374,25.0,Hackney,2,Private room
51.554461769830105,0.1599501281159367,26.0,Barking and Dagenham,2,Private room
51.518956537558225,-0.16980634046880078,500.0,Westminster,4,Entire home/apt
51.51966137092269,-0.05351992301020768,25.0,Tower Hamlets,2,Private room
51.53777032897814,-0.14765266770215366,190.0,Camden,2,Entire home/apt
51.53538828273765,-0.10247378725891272,60.0,Islington,2,Private room
51.49778873059631,-0.17406221600275545,247.0,Kensington and Chelsea,6,Entire home/apt
51.46676451387935,-0.3766547962580005,61.0,Hounslow,2,Private room
51.52128091584853,-0.15272646988675953,87.0,Westminster,3,Private room
51.545464655806406,-0.13296512341962016,160.0,Camden,4,Entire home/apt
51.534217063727425,-0.2322270751999197,22.0,Brent,1,Private room
51.50429284088191,-0.2422938604094595,30.0,Hammersmith and Fulham,1,Private room
51.43454731689486,-0.2217757080219387,295.0,Merton,4,Entire home/apt
51.411383999205476,-0.2269544421157303,170.0,Merton,2,Entire home/apt
51.567189036512296,-0.4014178003198704,25.0,Hillingdon,2,Private room
51.52289807457542,-0.21626031549303013,130.0,Kensington and Chelsea,5,Entire home/apt
51.44201451961753,-0.22154717025646287,349.0,Wandsworth,4,Entire home/apt
51.52446873318159,-0.18028666914772226,139.0,Westminster,2,Entire home/apt
51.49648921112204,-0.19189156821496572,150.0,Kensington and Chelsea,4,Entire home/apt
51.47689926603297,-0.1720901686432018,45.0,Wandsworth,2,Private room
51.47543558471153,-0.18493220826949144,150.0,Hammersmith and Fulham,1,Entire home/apt
51.55407362615552,-0.09705038229972468,150.0,Islington,4,Entire home/apt
51.452139312553065,-0.07742601654856468,340.0,Southwark,7,Entire home/apt
51.56198846238229,0.008115741630556408,15.0,Waltham Forest,2,Private room
51.473606872149325,-0.02226889414389008,100.0,Lewisham,3,Entire home/apt
51.47302117627883,-0.18375597650512912,85.0,Hammersmith and Fulham,2,Entire home/apt
51.581888625075976,-0.1070114735389289,75.0,Haringey,5,Entire home/apt
51.41483301746196,-0.3132082417491675,85.0,Richmond upon Thames,2,Entire home/apt
51.44024571462064,-0.21818702792664108,40.0,Wandsworth,1,Private room
51.442705597908365,-0.20502533016940408,100.0,Wandsworth,2,Private room
51.52252700227864,-0.1017088721829778,164.0,Islington,2,Private room
51.513827723942654,-0.1862261032396723,90.0,Westminster,5,Entire home/apt
51.50765418922471,-0.20617581476507094,139.0,Kensington and Chelsea,5,Entire home/apt
51.49348483290039,-0.035159912316452206,56.0,Southwark,2,Private room
51.538342225884456,-0.09703957701054801,43.0,Islington,2,Private room
51.50115903880434,-0.10489552918969912,28.0,Southwark,1,Private room
51.56649656159425,-0.12335014454414935,30.0,Islington,2,Private room
51.52392014567936,-0.1843257660032328,115.0,Westminster,4,Entire home/apt
51.58126790576452,-0.10250877940759004,59.0,Haringey,4,Entire home/apt
51.41626080660143,-0.1011071095408188,45.0,Croydon,3,Entire home/apt
51.513290550303964,-0.11595375216565315,300.0,Westminster,6,Entire home/apt
51.4822701096495,0.17095166425782193,39.0,Bexley,3,Entire home/apt
51.50897814928049,-0.23834927392554625,135.0,Hammersmith and Fulham,6,Entire home/apt
51.53214059429457,-0.0799738484683604,90.0,Hackney,2,Private room
51.4517123602761,-0.1841372683077889,175.0,Wandsworth,6,Entire home/apt
51.51275590936347,-0.2545187120001096,35.0,Ealing,10,Private room
51.51167447454607,-0.1146879407350798,180.0,Westminster,5,Entire home/apt
51.46971806020992,-0.017132825359572574,35.0,Greenwich,1,Private room
51.606978075603074,0.098546470199208,35.0,Redbridge,2,Private room
51.49502740351338,-0.1633955952484033,385.0,Kensington and Chelsea,2,Entire home/apt
51.406399265403,-0.20058176330660413,30.0,Merton,2,Private room
51.49660606394159,-0.12039330659609815,100.0,Lambeth,2,Private room
51.5952975357737,-0.17431576896170006,48.0,Barnet,2,Private room
51.511326252959726,-0.11482773673876084,310.0,Westminster,8,Entire home/apt
51.51143573760226,-0.11587890056798232,160.0,Westminster,4,Entire home/apt
51.51161773322519,-0.11425350463484485,321.0,Westminster,6,Entire home/apt
51.501865796837606,-0.27030814021531496,33.0,Ealing,2,Private room
51.4923809588154,-0.09879714635960343,109.0,Southwark,3,Entire home/apt
51.49188563104927,-0.19896596189352125,89.0,Kensington and Chelsea,4,Entire home/apt
51.48587381521246,-0.13605474155206826,245.0,Westminster,4,Entire home/apt
51.4586294213319,-0.03439969947845615,50.0,Lewisham,2,Private room
51.61497889040749,-0.10451797360155124,55.0,Enfield,2,Entire home/apt
51.50588892504835,-0.2320970837327433,475.0,Hammersmith and Fulham,11,Entire home/apt
51.51149887798933,-0.0763421485321774,185.0,City of London,4,Entire home/apt
51.528866926113174,-0.1998482216624027,185.0,Westminster,3,Entire home/apt
51.489283517530524,-0.13784726339854916,120.0,Westminster,5,Entire home/apt
51.54163167565361,-0.20863645986067386,40.0,Brent,2,Private room
51.46259627959294,-0.11819942737408512,70.0,Lambeth,2,Entire home/apt
51.518509067554646,-0.12721323512421884,115.0,Camden,1,Entire home/apt
51.54886994634958,-0.1057451725270586,120.0,Islington,2,Entire home/apt
51.48745148256366,-0.1179219134527952,24.0,Lambeth,2,Private room
51.46236750893029,-0.11804698163293442,150.0,Lambeth,6,Entire home/apt
51.57225491649248,-0.08023496015241599,27.0,Hackney,2,Private room
51.48819257743239,-0.1956731612696248,120.0,Kensington and Chelsea,4,Entire home/apt
51.48082486357364,-0.018477213510911545,35.0,Lewisham,2,Private room
51.51550037498225,-0.13658876462991104,190.0,Westminster,4,Entire home/apt
51.42356583515964,-0.14841145466390973,98.0,Wandsworth,5,Entire home/apt
51.397500906526425,-0.21598276117472945,45.0,Merton,2,Private room
51.466601279234936,-0.12992774188934114,100.0,Lambeth,2,Entire home/apt
51.54138433445238,-0.11635300572526965,48.0,Islington,2,Private room
51.51553089521438,-0.2128036589404352,45.0,Kensington and Chelsea,2,Private room
51.45263480143893,-0.06001490209258576,30.0,Southwark,2,Private room
51.53363314082535,-0.18027514213763746,175.0,Westminster,4,Entire home/apt
51.465146897265214,-0.1553643390648348,150.0,Wandsworth,4,Entire home/apt
51.39394800065508,-0.06718445028905731,30.0,Croydon,1,Private room
51.545842595631676,-0.21855466074874985,45.0,Brent,2,Private room
51.51458356265547,-0.048800424355509416,35.0,Tower Hamlets,1,Private room
51.52384155713862,-0.1241154753205527,150.0,Camden,4,Entire home/apt
51.53589361137429,-0.1661895516090545,45.0,Westminster,2,Private room
51.497836871233304,-0.020127877643737416,85.0,Tower Hamlets,2,Private room
51.51484924693783,-0.17396587612560338,365.0,Westminster,8,Entire home/apt
51.54661696670504,-0.14077621691902878,199.0,Camden,10,Entire home/apt
51.516761168616895,-0.4633487515260818,95.0,Hillingdon,4,Entire home/apt
51.45937693239551,-0.21332952374129627,60.0,Wandsworth,2,Private room
51.53872035408478,-0.110666099471157,45.0,Islington,2,Private room
51.48342828243634,-0.18433572211769075,50.0,Kensington and Chelsea,2,Private room
51.52925803922742,-0.019870662736906047,70.0,Tower Hamlets,2,Entire home/apt
51.57924830290529,-0.017491707076155445,27.0,Waltham Forest,2,Private room
51.44455610270793,-0.21667988428071508,33.0,Wandsworth,2,Private room
51.55495259648961,0.006170036927705648,35.0,Waltham Forest,1,Private room
51.49153269872981,-0.13520486550126545,96.0,Westminster,2,Entire home/apt
51.49209705988948,-0.04400041286441423,40.0,Southwark,2,Private room
51.5541817998865,-0.0047331755404044756,40.0,Waltham Forest,2,Private room
51.49215169857174,-0.2774892052729359,69.0,Hounslow,2,Private room
51.47121208913347,-0.08077484340663292,93.0,Southwark,6,Entire home/apt
51.5458851686348,-0.0865352321015388,30.0,Islington,2,Private room
51.49018013384592,-0.08856639894712083,40.0,Southwark,1,Private room
51.48463189925749,-0.1898678753561964,179.0,Kensington and Chelsea,4,Entire home/apt
51.47238325038261,-0.10717536356841836,120.0,Lambeth,2,Entire home/apt
51.502393421102354,-0.024034336545061014,105.0,Tower Hamlets,2,Entire home/apt
51.486571792711906,-0.17687995439008808,155.0,Kensington and Chelsea,4,Entire home/apt
51.49574401850506,-0.1747275717000708,495.0,Kensington and Chelsea,6,Entire home/apt
51.500260526602275,-0.09908178129192433,139.0,Southwark,5,Entire home/apt
51.47220518704877,-0.1849186054614176,281.0,Hammersmith and Fulham,8,Entire home/apt
51.4921788640049,-0.1401759188007684,127.0,Westminster,2,Entire home/apt
51.545517601725685,-0.21059066729521594,15.0,Brent,12,Shared room
51.53585286284629,-0.053571945434669005,99.0,Hackney,6,Entire home/apt
51.543542208810365,-0.1078983647996212,100.0,Islington,4,Entire home/apt
51.49082594216834,-0.2420224248953515,312.0,Hammersmith and Fulham,7,Entire home/apt
51.50591485622758,-0.005146020050503788,95.0,Tower Hamlets,2,Private room
51.52579242962063,-0.11650914199608806,296.0,Camden,8,Entire home/apt
51.55425142913575,0.010438819565194107,35.0,Waltham Forest,1,Private room
51.486585330233105,-0.2368012271885221,213.0,Richmond upon Thames,4,Entire home/apt
51.46780026370798,-0.17893712157513578,201.0,Wandsworth,4,Entire home/apt
51.49941153876782,0.08791170029467331,40.0,Greenwich,2,Private room
51.49468901919401,-0.203190250601262,130.0,Kensington and Chelsea,3,Entire home/apt
51.40408556255418,-0.1949877183988088,40.0,Merton,2,Private room
51.485648713863796,-0.1814838138020317,70.0,Kensington and Chelsea,2,Private room
51.50024423324053,-0.21941026221196644,400.0,Hammersmith and Fulham,10,Entire home/apt
51.442765717461526,-0.41221492092468215,25.0,Hounslow,2,Private room
51.416436009775296,-0.2346494158825578,250.0,Merton,2,Private room
51.450339702190114,-0.1987764504023629,30.0,Wandsworth,2,Private room
51.51284794274783,-0.0009723770741416963,70.0,Tower Hamlets,4,Entire home/apt
51.403599806875846,0.006173305285219245,45.0,Bromley,1,Private room
51.569914926727435,-0.12305088623999055,30.0,Islington,2,Private room
51.54810988852053,-0.1578790895776479,75.0,Camden,2,Private room
51.46335301006045,-0.013840245810050163,125.0,Lewisham,5,Entire home/apt
51.46996139563958,-0.05075113781620196,200.0,Lewisham,4,Entire home/apt
51.41882988517539,-0.0017377550010829025,35.0,Lewisham,2,Private room
51.51853725974618,-0.4629508410714529,80.0,Hillingdon,4,Entire home/apt
51.4720024518701,-0.14791784624336093,120.0,Wandsworth,5,Entire home/apt
51.556866461076034,-0.09033638377956413,32.0,Hackney,1,Shared room
51.55634762304746,-0.09099672106352016,63.0,Islington,2,Private room
51.51813357213123,-0.4648111442805133,105.0,Hillingdon,6,Entire home/apt
51.516669965591326,-0.4642947271181353,120.0,Hillingdon,7,Entire home/apt
51.48997084265661,-0.2293418428237242,165.0,Hammersmith and Fulham,4,Entire home/apt
51.551633752787644,-0.07527683174593924,40.0,Hackney,4,Private room
51.51601083992085,-0.06223163880292356,32.0,Tower Hamlets,1,Private room
51.49121205563012,-0.04616968084513754,400.0,Southwark,2,Private room
51.48848499840994,-0.2036231187524428,61.0,Hammersmith and Fulham,2,Entire home/apt
51.55431995191636,-0.13726370158654067,40.0,Camden,1,Private room
51.554500516373395,-0.03749400377936474,39.0,Hackney,2,Private room
51.47780685006639,-0.11394178494657008,98.0,Lambeth,4,Entire home/apt
51.56481748597263,-0.07091347857279166,21.0,Hackney,1,Private room
51.509514587029784,-0.33609441677390106,120.0,Ealing,4,Entire home/apt
51.53545831181215,-0.09299189225450853,39.0,Islington,1,Private room
51.5564861115837,-0.08130138548432635,27.0,Hackney,1,Private room
51.533296381042774,-0.02400010890116036,40.0,Tower Hamlets,1,Private room
51.40824605404299,-0.2274594921193805,60.0,Merton,2,Entire home/apt
51.55322991297573,-0.07630126865229629,50.0,Hackney,2,Private room
51.52901360158122,-0.058254014291933276,90.0,Tower Hamlets,1,Private room
51.42531559388433,-0.05602885957387317,20.0,Lewisham,1,Private room
51.53544569740709,-0.0804777992904502,99.0,Hackney,2,Entire home/apt
51.53969159693175,-0.07972354572117306,200.0,Hackney,6,Entire home/apt
51.51482546256319,-0.2627395845780501,75.0,Ealing,1,Entire home/apt
51.479631069675705,-0.011120186592649756,40.0,Greenwich,2,Private room
51.432664576279116,-0.1735560498127281,75.0,Wandsworth,4,Entire home/apt
51.494565902072154,-0.1178134660815976,125.0,Lambeth,4,Entire home/apt
51.51699799417604,-0.04013822222926618,34.0,Tower Hamlets,2,Private room
51.58777607157361,-0.25275530929631146,69.0,Brent,4,Entire home/apt
51.5327300212305,-0.12007941956455792,260.0,Islington,6,Entire home/apt
51.587857780205795,-0.2535057507889805,65.0,Brent,4,Entire home/apt
51.58752661323138,-0.2525404639515716,69.0,Brent,4,Entire home/apt
51.448647009944885,-0.20035516686217866,100.0,Wandsworth,1,Private room
51.49332672673689,-0.20988268402265325,170.0,Hammersmith and Fulham,6,Entire home/apt
51.45205939314019,0.015595804603643624,150.0,Lewisham,6,Entire home/apt
51.511670422172116,-0.11915739168313395,85.0,Westminster,1,Private room
51.5475887705921,-0.20828005078203604,16.0,Brent,12,Shared room
51.60986113419408,-0.1223549818424354,70.0,Enfield,4,Entire home/apt
51.498254847477156,-0.08356270214017326,78.0,Southwark,2,Private room
51.49266390647135,-0.17162948775678474,200.0,Kensington and Chelsea,2,Private room
51.51970756680485,-0.07093697854387386,130.0,Tower Hamlets,2,Entire home/apt
51.50713165156861,-0.14588957420866686,195.0,Westminster,2,Entire home/apt
51.52693707389024,-0.024141993353893047,65.0,Tower Hamlets,4,Entire home/apt
51.61279193893716,-0.2759634024350622,80.0,Barnet,4,Entire home/apt
51.51656141087554,-0.06392847732647762,51.0,Tower Hamlets,2,Private room
51.51069799620644,-0.2021298533239257,19.0,Kensington and Chelsea,1,Shared room
51.41619157897444,-0.2944966273111629,60.0,Kingston upon Thames,2,Private room
51.47095789298825,-0.17387820359901582,169.0,Wandsworth,5,Entire home/apt
51.545321970619746,-0.04739873141748492,75.0,Hackney,4,Entire home/apt
51.52786076574833,-0.19207826831486927,46.0,Westminster,2,Private room
51.46983563513992,-0.20223475450330589,100.0,Hammersmith and Fulham,6,Entire home/apt
51.492261971964815,-0.15652714604811702,140.0,Kensington and Chelsea,4,Entire home/apt
51.47467667664256,-0.18277262564338206,60.0,Hammersmith and Fulham,2,Private room
51.368405327278786,-0.16530571889765827,35.0,Sutton,2,Private room
51.512910255107116,-0.061806562681174175,45.0,Tower Hamlets,2,Private room
51.534763430694284,-0.11458290175557174,90.0,Islington,2,Entire home/apt
51.535672216741105,-0.10057149534971198,80.0,Islington,2,Entire home/apt
51.4518785553417,-0.07706778266765307,120.0,Southwark,6,Entire home/apt
51.49695029318606,-0.19808728050873675,159.0,Kensington and Chelsea,4,Entire home/apt
51.486322492846135,-0.2106823189220202,38.0,Hammersmith and Fulham,2,Private room
51.4469835769193,-0.11465642591453876,185.0,Lambeth,6,Entire home/apt
51.478632939368104,-0.267978397798679,55.0,Hounslow,2,Private room
51.41140735686561,-0.2888551897902765,65.0,Kingston upon Thames,2,Entire home/apt
51.47261912316159,-0.20895704104884066,59.0,Hammersmith and Fulham,1,Private room
51.40134530098616,-0.2078800051745563,40.0,Merton,2,Private room
51.35480978443356,-0.10079676366421757,30.0,Croydon,1,Private room
51.488629394145576,-0.21063177287565024,33.0,Hammersmith and Fulham,2,Private room
51.49957374593129,-0.008516734394263351,24.0,Tower Hamlets,1,Private room
51.49756755811908,-0.09502967244273547,90.0,Southwark,2,Entire home/apt
51.528696499133396,-0.1395887485244655,40.0,Camden,1,Private room
51.5132879899592,-0.24829075292713002,30.0,Hammersmith and Fulham,2,Private room
51.4276470056676,-0.18865797838237602,60.0,Merton,1,Private room
51.57369523553061,-0.11202467308873017,62.0,Haringey,2,Entire home/apt
51.46962658578779,-0.13344155793521392,68.0,Lambeth,3,Entire home/apt
51.552045456185034,-0.22953122475065674,33.0,Brent,2,Private room
51.45091904716526,-0.14388920798774307,55.0,Wandsworth,2,Entire home/apt
51.52988233059593,-0.2046149789645453,65.0,Westminster,2,Private room
51.51649926588743,-0.16100378458098172,200.0,Westminster,4,Entire home/apt
51.44967466343928,-0.19657581067557012,45.0,Wandsworth,1,Private room
51.47383955294926,-0.17522020327101984,80.0,Wandsworth,2,Private room
51.422789324508116,-0.15647596246889134,150.0,Wandsworth,6,Entire home/apt
51.4105234788443,-0.22120167319526185,49.0,Merton,2,Private room
51.53003640260789,-0.06209996087850536,35.0,Tower Hamlets,2,Private room
51.5272542082565,-0.16231638905970816,100.0,Westminster,1,Private room
51.51944148227594,-0.04989365721893807,57.0,Tower Hamlets,2,Private room
51.45249675705667,-0.14153396034251153,110.0,Lambeth,4,Entire home/apt
51.52039143600786,-0.15334375120200205,140.0,Westminster,4,Entire home/apt
51.46855623869771,-0.14547945369793125,82.0,Lambeth,5,Entire home/apt
51.51539140477657,-0.07038564974016773,55.0,Tower Hamlets,2,Private room
51.49378654574807,-0.24303255507028504,33.0,Hammersmith and Fulham,2,Private room
51.57940218631895,-0.04003993376073564,66.0,Waltham Forest,5,Entire home/apt
51.469066552153826,-0.15738256249143115,35.0,Wandsworth,2,Private room
51.52088564366936,-0.16125872266555424,130.0,Westminster,4,Entire home/apt
51.50383849747588,-0.24752760585353786,120.0,Hammersmith and Fulham,4,Entire home/apt
51.51185317202,-0.1251418707223059,250.0,Westminster,2,Entire home/apt
51.46797796175851,-0.18715308837912886,40.0,Hammersmith and Fulham,2,Private room
51.516601402221795,-0.20076312516525488,102.0,Kensington and Chelsea,4,Entire home/apt
51.515167688077895,-0.15941653762278638,279.0,Westminster,8,Entire home/apt
51.42123227433118,-0.20323182878991952,112.0,Merton,4,Entire home/apt
51.545174119088486,-0.08892812414570392,133.0,Islington,6,Entire home/apt
51.44344919966503,-0.2080889395351936,150.0,Wandsworth,2,Private room
51.57534690362735,-0.08849645404271338,22.0,Haringey,2,Private room
51.54713411643536,-0.07418810485919758,132.0,Hackney,4,Entire home/apt
51.53718331418032,-0.051761850861326716,75.0,Hackney,2,Entire home/apt
51.52257407636071,0.006577271535511721,20.0,Newham,1,Private room
51.47810188529397,-0.1702816385553589,85.0,Wandsworth,2,Private room
51.49514687455868,-0.06861706808427538,40.0,Southwark,2,Private room
51.43750475328672,-0.2023932462478644,200.0,Merton,5,Entire home/apt
51.565517835756594,-0.13103853167559884,50.0,Islington,2,Private room
51.56333072241788,-0.06043392167880895,32.0,Hackney,2,Private room
51.54472605185137,-0.2096186520120877,65.0,Brent,4,Entire home/apt
51.54248691079954,-0.05681059021334332,100.0,Hackney,6,Entire home/apt
51.484672389651614,-0.11385975053752904,79.0,Lambeth,2,Entire home/apt
51.48021377079608,-0.20551623495765925,58.0,Hammersmith and Fulham,2,Private room
51.51357040086909,-0.03306175866264093,40.0,Tower Hamlets,1,Entire home/apt
51.4394220280556,-0.13444845057738872,40.0,Lambeth,2,Private room
